code,label,sources,files
ZV14E00,,PatientData,~V40038.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
ZV14F00,[V]PH of Influenza Vaccine Allergy,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm|~V40020.htm|~V40025.htm|~V40039.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm
ZV14G00,,PatientData,~V40025.htm
ZV40100,Problems with communications,DialogAdd|PatientData,~V40016.htm|~V40017.htm
ZV53800,Fitting or adjustment of wheelchair,DialogAdd|PatientData,~V40017.htm
ZV57300,Speech and Language Therapist,DialogAdd|PatientData,~V40017.htm
ZV57C00,Palliative Care,DialogAdd|PatientData,~V4001a.htm|~V40020.htm
ZV69,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
ZV70100,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
ZV70200,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
ZVu5C00,Life management difficulty,DialogAdd,~V40018.htm|~V40019.htm
ZVu6i00,,PatientData,~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm
ZVu6o00,,PatientData,~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm
ZVu6q00,,PatientData,~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm
b211,,PatientData,~V4003b.htm|~V40630.htm
b212,,PatientData,~V4003b.htm|~V40630.htm
b91h,,PatientData,~V4003b.htm|~V40630.htm
bdf,,PatientData,~V4003c.htm|~V40631.htm
bdl,,PatientData,~V4003c.htm|~V40631.htm
bdm,,PatientData,~V4003c.htm|~V40631.htm
bk3,,PatientData,~V40038.htm|~V40637.htm
bk4,,PatientData,~V40038.htm|~V40637.htm
bk5,,PatientData,~V40038.htm|~V40637.htm
bk6,,PatientData,~V40038.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
bk7,,PatientData,~V40038.htm|~V40637.htm
bk8,,PatientData,~V40038.htm|~V40637.htm
bk9,,PatientData,~V40038.htm|~V40637.htm
bkB,,PatientData,~V40038.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
bkC,,PatientData,~V40038.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
bkD,,PatientData,~V40038.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
bkH,,PatientData,~V40038.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
bkI,,PatientData,~V40038.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
bkJ,,PatientData,~V40038.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
blm,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
bu1,,PatientData,~V4003d.htm|~V40627.htm
bu2,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
bu23,,PatientData,~V4003b.htm|~V40630.htm
bu25,,PatientData,~V4003b.htm|~V40630.htm
bu2B,,PatientData,~V4003b.htm|~V40630.htm
bu4,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
bu5,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
bxd,,PatientData,~V40033.htm|~V4003e.htm|~V40612.htm|~V40638.htm
bxe,,PatientData,~V40033.htm|~V4003e.htm|~V40612.htm|~V40638.htm
bxg,,PatientData,~V40033.htm|~V4003e.htm|~V40612.htm|~V40638.htm
bxi,,PatientData,~V40033.htm|~V4003e.htm|~V40612.htm|~V40638.htm
bxk,,PatientData,~V40033.htm|~V4003e.htm|~V40612.htm|~V40638.htm
c19,,PatientData,~V4003a.htm|~V4063b.htm
c1b,,PatientData,~V4003a.htm|~V4063b.htm
c25,,PatientData,~V4003a.htm|~V4063b.htm
c33,,PatientData,~V4003a.htm|~V4063b.htm
c35,,PatientData,~V4003a.htm|~V4063b.htm
c43,,PatientData,~V4003a.htm|~V4063b.htm
c53,,PatientData,~V4003a.htm|~V4063b.htm
ck1,,PatientData,~V4003a.htm|~V4063b.htm
di1,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
di1f,,PatientData,~V4003b.htm|~V40630.htm
di1n,,PatientData,~V4003b.htm|~V40630.htm
di1o,,PatientData,~V4003b.htm|~V40630.htm
du3,,PatientData,~V0.htm|~V40024.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
du6,,PatientData,~V40024.htm
du7,,PatientData,~V40024.htm
du8,,PatientData,~V40024.htm
duB,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
duB1,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
duBz,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
j11,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
j111,,PatientData,~V4003b.htm|~V40630.htm
j112,,PatientData,~V4003b.htm|~V40630.htm
n47,,PatientData,~V40540.htm
n47C,,PatientData,~V40039.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm
