code,label,sources,files
8I77.00,CCB not tolerated,DialogAdd,~V4003b.htm|~V40630.htm
8I78.00,Thiazide not tolerated,DialogAdd,~V4003b.htm|~V40630.htm
8I7A,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I7A.00,Anticoagulation Not Tolerated,DialogAdd|PatientData,~V40017.htm|~V4001a.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I7J,,PatientData,~V40017.htm|~V4003d.htm|~V40627.htm
8I7J.00,Dipyridamole Not Tolerated,DialogAdd|PatientData,~V40017.htm|~V4003d.htm|~V40627.htm
8I7K,,PatientData,~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm
8I7L,,PatientData,~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm
8I7M,,PatientData,~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm
8I7R,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I7R.00,Dabigatran not tolerated,DialogAdd,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I7V,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I7V.00,Novel oral anticoagulant not tolerated,DialogAdd,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8I94,,PatientData,~V4003f.htm|~V40633.htm
8I94.00,Diabetes structured education programme not available,DialogAdd,~V4003f.htm|~V40633.htm
8IA7.00,Alcohol screening test declined,DialogAdd,~V40019.htm
8IAH,,PatientData,~V40018.htm|~V4001a.htm
8IAH.00,Body weight measurement declined,DialogAdd|PatientData,~V40017.htm|~V40018.htm|~V4001a.htm
8IAK.00,CVD High Risk Review Declined,DialogAdd|PatientData,~V40033.htm|~V40612.htm
8IAS,,PatientData,~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm
8IAT,,PatientData,~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm
8IAV,,PatientData,~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm
8IAj,,PatientData,~V0.htm|~V40024.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
8IAj.00,SCA Declined,DialogAdd,~V40024.htm
8IAo,,PatientData,~V4003f.htm|~V40633.htm
8IAs,,PatientData,~V4003f.htm|~V40633.htm
8IAs.00,Diabetic deitary review refused,DialogAdd,~V40018.htm|~V4003f.htm|~V40633.htm
8IAv,,PatientData,~V4003b.htm|~V4003f.htm|~V40630.htm|~V40633.htm
8IAv.00,Brief intervention for physical activity declined,DialogAdd,~V4003b.htm|~V4003f.htm|~V40630.htm|~V40633.htm
8IB6,,PatientData,~V4003f.htm|~V40633.htm
8IBF,,PatientData,~V4003c.htm|~V40631.htm
8IBF.00,Echocardiography not indicated,DialogAdd,~V4003c.htm|~V40631.htm
8IE8,,PatientData,~V4003f.htm|~V40633.htm
8IE8.00,Refer to ED clinic declined,DialogAdd,~V4003f.htm|~V40633.htm
8IE9,,PatientData,~V4003f.htm|~V40633.htm
8IE9.00,Referral to DESMOND structured programme declined,DialogAdd,~V4003f.htm|~V40633.htm
8IEK,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
8IEL,,PatientData,~V40033.htm|~V40612.htm
8IEL.00,QRISK cardiovascular disease risk assessment declined,DialogAdd,~V40033.htm|~V40612.htm
8IEM,,PatientData,~V0.htm|~V40024.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
8IEM.00,SCT Declined,DialogAdd,~V40024.htm
8IES,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8IES.00,Dabigatran declined,DialogAdd,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8IEV,,PatientData,~V40033.htm|~V40612.htm
8IEV.00,QRISK2 cardiovascular disease risk assessment declined,DialogAdd,~V40033.htm|~V40612.htm
8IEa,,PatientData,~V4003f.htm|~V40633.htm
8IEa.00,Referral to DAFNE diabetes structured educn prog declined,DialogAdd,~V4003f.htm|~V40633.htm
8IEl,,PatientData,~V40540.htm
8IEl.00,Shingles vaccination declined,DialogAdd,~V40540.htm
8IEo,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
8IH1,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8IH1.00,Novel oral anticoagulant declined,DialogAdd,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8L50.00,Renal transplant planned,DialogAdd|PatientData,~V40018.htm
8OA3,,PatientData,~V4003f.htm|~V40633.htm
8OA3.00,DVLA Informed,DialogAdd,~V4003f.htm|~V40633.htm
8T08,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
918A,,PatientData,~V4001b.htm
918A.00,Carer,DialogAdd,~V40019.htm
918A000,,PatientData,~V4001b.htm
918A100,,PatientData,~V4001b.htm
918A200,,PatientData,~V4001b.htm
918F,,PatientData,~V4003f.htm|~V40633.htm
918F.00,Has a carer,DialogAdd,~V40016.htm|~V4003f.htm|~V40633.htm
918G.00,Is a carer,DialogAdd|PatientData,~V40019.htm|~V4001b.htm|~V4003f.htm|~V40633.htm
918H,,PatientData,~V4001b.htm
918J,,PatientData,~V4003f.htm|~V40633.htm
918J.00,Carer - Home No,DialogAdd,~V4003f.htm|~V40633.htm
918K,,PatientData,~V4003f.htm|~V40633.htm
918K.00,Carer - Work No,DialogAdd,~V4003f.htm|~V40633.htm
918L,,PatientData,~V4003f.htm|~V40633.htm
918L.00,Carer - Mobile No,DialogAdd,~V4003f.htm|~V40633.htm
918M,,PatientData,~V4003f.htm|~V40633.htm
918M.00,Carer - Email,DialogAdd,~V4003f.htm|~V40633.htm
918W,,PatientData,~V4001b.htm
918X,,PatientData,~V4001b.htm
918Y,,PatientData,~V4001b.htm
918a,,PatientData,~V4001b.htm
918b,,PatientData,~V4001b.htm
918c,,PatientData,~V4001b.htm
918d,,PatientData,~V4001b.htm
918e.00,On Learning Disability register,DialogAdd,~V40016.htm
918f.00,Is no longer a carer,DialogAdd|PatientData,~V40019.htm|~V4001b.htm
918m,,PatientData,~V4001b.htm
918r.00,Not a Carer,DialogAdd|PatientData,~V4001b.htm
918x,,PatientData,~V4003f.htm|~V40633.htm
918x.00,Who to contact in emergency?,DialogAdd,~V4003f.htm|~V40633.htm
918y,,PatientData,~V4001b.htm
93Z..00,,PatientData,~V40023.htm
94G..00,Record if Verification of expected death,DialogAdd,~V40020.htm
94Z1,,PatientData,~V40020.htm
94Z1.00,Home,DialogAdd|PatientData,~V4001a.htm|~V40020.htm
94Z2,,PatientData,~V40020.htm
94Z2.00,Hospice,DialogAdd|PatientData,~V4001a.htm|~V40020.htm
94Z3,,PatientData,~V40020.htm
94Z3.00,Community hospital,DialogAdd|PatientData,~V4001a.htm|~V40020.htm
94Z4,,PatientData,~V40020.htm
94Z4.00,Hospital,DialogAdd|PatientData,~V4001a.htm|~V40020.htm
94Z5,,PatientData,~V40020.htm
94Z5.00,Nursing home,DialogAdd|PatientData,~V4001a.htm|~V40020.htm
987A.00,Minor Surgery - Excision,DialogAdd,~V40025.htm
987B.00,Minor Surgery - Other,DialogAdd,~V40025.htm
9DD,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9DD..00,Free Prescriptions,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9EB5.00,,PatientData,~V40020.htm
9H9,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9HA,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9N03,,PatientData,~V4003b.htm|~V40630.htm
9N0H,,PatientData,~V40017.htm
9N0H.00,Seen in dietician clinic,DialogAdd,~V40017.htm
9N0k,,PatientData,~V4001a.htm|~V4003c.htm|~V40631.htm
9N0k.00,Seen in heart failure clinic,DialogAdd,~V4001a.htm
9N0l,,PatientData,~V4003a.htm|~V4063b.htm
9N0l.00,Seen in OOH centre,DialogAdd,~V4003a.htm|~V4063b.htm
9N0m,,PatientData,~V4003f.htm|~V40633.htm
9N0n,,PatientData,~V4003f.htm|~V40633.htm
9N0o,,PatientData,~V4003f.htm|~V40633.htm
9N0p,,PatientData,~V4003d.htm|~V40627.htm
9N19,,PatientData,~V4003a.htm|~V4063b.htm
9N19.00,Seen in hospital casualty,DialogAdd,~V40020.htm|~V4003a.htm|~V4063b.htm
9N1Q,,PatientData,~V4003f.htm|~V40633.htm
9N1Q.00,Seen in diabetic clinic,DialogAdd|PatientData,~V40018.htm
9N1d,,PatientData,~V4003a.htm|~V4063b.htm
9N1m.00,,PatientData,~V40038.htm|~V40637.htm
9N1t,,PatientData,~V4003a.htm|~V4063b.htm
9N1t.00,OOH Consultation at Surgery,DialogAdd,~V4003a.htm|~V4063b.htm
9N1y200,,PatientData,~V4003b.htm|~V40630.htm
9N21.00,Seen by GP,DialogAdd,~V4001c.htm
9N26.00,Seen by Social Worker,DialogAdd,~V4001c.htm
9N2W,,PatientData,~V40017.htm
9N2W.00,Seen by Psychologist,DialogAdd,~V40017.htm
9N2a,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9N2k,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
9N2l.00,Seen by Nurse Practitioner,DialogAdd,~V4001c.htm
9N2p,,PatientData,~V4001a.htm
9N2p.00,Seen by community heart failure nurse,DialogAdd|PatientData,~V4001a.htm
9N4I,,PatientData,~V4003f.htm|~V40633.htm
9N4I.00,Did Not Attend Diabetic Clinic,DialogAdd|PatientData,~V40018.htm
9N4J.00,Did Not Attend Cardiac Clinic,DialogAdd|PatientData,~V40015.htm|~V4001a.htm
9N4L,,PatientData,~V4003b.htm|~V40630.htm
9N4M,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9N4M.00,DNA,DialogAdd|PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9N4Q,,PatientData,~V4003a.htm|~V4063b.htm
9N4T,,PatientData,~V40037.htm|~V4062f.htm
9N4X,,PatientData,~V4003d.htm|~V40627.htm
9N4X.00,Did Not Attend Stroke Clinic,DialogAdd|PatientData,~V40017.htm
9N4s,,PatientData,~V4003c.htm|~V40631.htm
9N4w,,PatientData,~V4003c.htm|~V40631.htm
9N58,,PatientData,~V4003a.htm|~V4063b.htm
9N58.00,Emergency Appointment,DialogAdd,~V4003a.htm|~V4063b.htm
9NC3300,Care Plan Given,DialogAdd|PatientData2,~V4001b.htm
9NF4,,PatientData,~V4003a.htm|~V4063b.htm
9NF4.00,Visit OOH,DialogAdd,~V4003a.htm|~V4063b.htm
9NF5,,PatientData,~V4003a.htm|~V4063b.htm
9NI6,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9NM2.00,Attending cardiology clinic,DialogAdd|PatientData,~V4001a.htm
9NN3,,PatientData,~V4001c.htm
9NN3.00,Has Support Worker,DialogAdd,~V4001c.htm
9NND.00,,PatientData,~V40018.htm
9NNM,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9NNQ,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9NNV,,PatientData,~V4001a.htm
9NNV.00,Under Care of Social Services,DialogAdd,~V4001a.htm
9NSB,,PatientData,~V40033.htm|~V40612.htm
9NSB.00,Unsuitable for QRISK2 cardiovascular disease risk assessment,DialogAdd,~V40033.htm|~V40612.htm
9NU,,PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V40025.htm
9NU0.00,Interpreter Needed,DialogAdd|PatientData,~V40015.htm|~V40016.htm|~V40017.htm|~V40018.htm|~V4001a.htm
9NU1,,PatientData,~V40015.htm|~V40017.htm|~V40018.htm
9NU1.00,Interpreter Not Needed,DialogAdd|PatientData,~V40015.htm|~V40016.htm|~V40017.htm|~V40018.htm|~V4001a.htm
9NUw.00,Using British Sign Language,DialogAdd|PatientData,~V40015.htm|~V40016.htm|~V40017.htm|~V40018.htm|~V4001a.htm
9NUx,,PatientData,~V40015.htm|~V40017.htm|~V40018.htm
9NUx.00,Makaton Sign Language,DialogAdd|PatientData,~V40015.htm|~V40016.htm|~V40017.htm|~V40018.htm|~V4001a.htm
9Ndf,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
9Ndg,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
9Ne,,PatientData,~V40020.htm
9Ne..00,Single Assessment Process,DialogAdd,~V40020.htm
9Ne0.00,SSA Summary Care Plan,DialogAdd,~V40020.htm
9NgX,,PatientData,~V40020.htm
9NgY,,PatientData,~V40020.htm
9Ni0.00,Did not attend retinal screening,DialogAdd|PatientData,~V40018.htm
9Ni9,,PatientData,~V40038.htm|~V40637.htm
9Nl4,,PatientData,~V4003f.htm|~V40633.htm
9OI,,PatientData,~V4003b.htm|~V40630.htm
9OI4.00,1st Letter Sent,DialogAdd,~V4003b.htm|~V40630.htm
9OI5.00,2nd Letter Sent,DialogAdd,~V4003b.htm|~V40630.htm
9OI6.00,3rd Letter Sent,DialogAdd,~V4003b.htm|~V40630.htm
9OI7.00,Verbal Invitation,DialogAdd,~V4003b.htm|~V40630.htm
9OI8.00,Telephone Invitation,DialogAdd,~V4003b.htm|~V40630.htm
9OJ,,PatientData,~V4003a.htm|~V4063b.htm
9OJ2,,PatientData,~V4003a.htm|~V4063b.htm
9OJ2.00,Refuses asthma monitoring,DialogAdd,~V4003a.htm|~V4063b.htm
9OJ4.00,1st Letter Sent,DialogAdd,~V4003a.htm|~V4063b.htm
9OJ5.00,2nd Letter Sent,DialogAdd,~V4003a.htm|~V4063b.htm
9OJ6.00,3rd Letter Sent,DialogAdd,~V4003a.htm|~V4063b.htm
9OJ7.00,Advice - Asthma Monitor,DialogAdd,~V40025.htm|~V4003a.htm|~V4063b.htm
9OJ8.00,Telephone Invitation,DialogAdd,~V4003a.htm|~V4063b.htm
9OJA,,PatientData,~V4003a.htm|~V4063b.htm
9OJA.00,Monitoring check done,DialogAdd,~V4003a.htm|~V4063b.htm
9OJA.11,Asthma monitored,DialogAdd,~V4003a.htm|~V4063b.htm
9OL,,PatientData,~V4003f.htm|~V40633.htm
9OL2.00,Refuses Monitoring,DialogAdd,~V4003f.htm|~V40633.htm
9OL4.00,1st Letter Sent,DialogAdd,~V4003f.htm|~V40633.htm
9OL5.00,2nd Letter Sent,DialogAdd,~V4003f.htm|~V40633.htm
9OL6.00,3rd Letter Sent,DialogAdd,~V4003f.htm|~V40633.htm
9OL7.00,Verbal Invitation,DialogAdd,~V4003f.htm|~V40633.htm
9OL8.00,Telephone Invitation,DialogAdd,~V4003f.htm|~V40633.htm
9OLA.00,Monitoring check done,DialogAdd,~V4003f.htm|~V40633.htm
9OLD,,PatientData,~V40018.htm|~V4003f.htm|~V40633.htm
9OLD.00,Diabetic patient unsuitable for digital retinal photography,DialogAdd,~V40018.htm|~V4003f.htm|~V40633.htm
9OLM,,PatientData,~V4003f.htm|~V40633.htm
9OLM.00,Diabetes structured education programme declined,DialogAdd,~V4003f.htm|~V40633.htm
9OO1,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9OO2,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9OO3,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9OO4,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9OO4.00,1st Letter Sent,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9OO5,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9OO5.00,2nd Letter Sent,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9OO6,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9OO6.00,3rd Letter Sent,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9OO7,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9OO7.00,Verbal Invitation,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9OO8,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9OO8.00,Telephone Invitation,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9OO9,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9OOA,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9OOB,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9OOB000,1st SMS Text Sent,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9OOB100,2nd SMS Text Sent,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9OOB200,3rd SMS Text Sent,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
9OX1,,PatientData,~V40540.htm
9OX2,,PatientData,~V40540.htm
9OX3,,PatientData,~V40540.htm
9OX5,,PatientData,~V40017.htm|~V40020.htm|~V40039.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40540.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm
9OX5.00,Influenza Vaccination Declined,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm|~V40020.htm|~V40025.htm
9OX51,,PatientData,~V40039.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm
9OX5100,Flu Vacc declined,DialogAdd,~V40025.htm|~V40039.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm
9OX5400,1st intranasal seasonal influenza vaccination declined,DialogAdd|PatientData,~V40039.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm
9OX5600,2nd intranasal seasonal influenza vaccination declined,DialogAdd|PatientData,~V40039.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm
9OX8,,PatientData,~V40540.htm
9Ob,,PatientData,~V4003e.htm|~V40638.htm
9Ob3.00,1st Letter Sent,DialogAdd,~V4003e.htm|~V40638.htm
9Ob4.00,2nd Letter Sent,DialogAdd,~V4003e.htm|~V40638.htm
9Ob5.00,3rd Letter Sent,DialogAdd,~V4003e.htm|~V40638.htm
9Ob6.00,Verbal Invitation,DialogAdd,~V4003e.htm|~V40638.htm
9Ob9.00,Telephone Invitation,DialogAdd,~V4003e.htm|~V40638.htm
9OdA,,PatientData,~V4003a.htm|~V4063b.htm
9OdA.00,Osteoporosis risk assessment done,DialogAdd,~V4003a.htm|~V4063b.htm
9OdB,,PatientData,~V4003a.htm|~V4063b.htm
9OdB.00,Osteoporosis risk assessment refused,DialogAdd,~V4003a.htm|~V4063b.htm
9Oh9,,PatientData,~V40018.htm|~V40033.htm|~V40612.htm
9Oh9.00,CVD Risk Assessment Declined (for PP1 only),DialogAdd,~V40033.htm|~V40612.htm
9OhA,,PatientData|PatientData2,PPC CVD .htm|~V40033.htm|~V40612.htm
9OhA.00,CVD Risk Assessment Done,DialogAdd,PPC CVD .htm|~V40033.htm|~V40612.htm
9Oi,,PatientData,~V40039.htm|~V40636.htm
9Oi0.00,1st Letter Sent,DialogAdd,~V40039.htm|~V40636.htm
9Oi1.00,2nd Letter Sent,DialogAdd,~V40039.htm|~V40636.htm
9Oi2.00,3rd Letter Sent,DialogAdd,~V40039.htm|~V40636.htm
9Oi3.00,Verbal Invitation,DialogAdd,~V40039.htm|~V40636.htm
9Oi4.00,Telephone Invitation,DialogAdd,~V40039.htm|~V40636.htm
9Oj,,PatientData,~V40037.htm|~V4062f.htm
9Oj0.00,1st Letter Sent,DialogAdd,~V40037.htm|~V4062f.htm
9Oj1.00,2nd Letter Sent,DialogAdd,~V40037.htm|~V4062f.htm
9Oj2.00,3rd Letter Sent,DialogAdd,~V40037.htm|~V4062f.htm
9Oj3.00,Verbal Invitation,DialogAdd,~V40037.htm|~V4062f.htm
9Oj4.00,Telephone Invitation,DialogAdd,~V40037.htm|~V4062f.htm
9Om,,PatientData,~V4003d.htm|~V40627.htm
9Om0.00,1st Letter Sent,DialogAdd,~V4003d.htm|~V40627.htm
9Om1.00,2nd Letter Sent,DialogAdd,~V4003d.htm|~V40627.htm
9Om2.00,3rd Letter Sent,DialogAdd,~V4003d.htm|~V40627.htm
9Om3.00,Verbal Invitation,DialogAdd,~V4003d.htm|~V40627.htm
9Om4.00,Telephone Invitation,DialogAdd,~V4003d.htm|~V40627.htm
9Oq3,,PatientData,~V4003b.htm|~V4003f.htm|~V40630.htm|~V40633.htm
9Oq3.00,Brief intervention for physical activity completed,DialogAdd,~V4003b.htm|~V4003f.htm|~V40630.htm|~V40633.htm
9Or,,PatientData,~V4003c.htm|~V40631.htm
9Or0.00,Heart Failure Review Completed Recall,DialogAdd,~V4003c.htm|~V40631.htm
9Or1.00,Telephone Invitation,DialogAdd,~V4003c.htm|~V40631.htm
9Or2.00,Verbal Invitation,DialogAdd,~V4003c.htm|~V40631.htm
9Or3.00,1st Letter Sent,DialogAdd,~V4003c.htm|~V40631.htm
9Or4.00,2nd Letter Sent,DialogAdd,~V4003c.htm|~V40631.htm
9Or5.00,3rd Letter Sent,DialogAdd,~V4003c.htm|~V40631.htm
9Ot,,PatientData,~V40038.htm|~V40637.htm
9Ot0.00,1st Letter Sent,DialogAdd,~V40038.htm|~V40637.htm
9Ot1.00,2nd Letter Sent,DialogAdd,~V40038.htm|~V40637.htm
9Ot2.00,3rd Letter Sent,DialogAdd,~V40038.htm|~V40637.htm
9Ot3.00,Verbal Invitation,DialogAdd,~V40038.htm|~V40637.htm
9Ot4.00,Telephone Invitation,DialogAdd,~V40038.htm|~V40637.htm
9R4..00,,PatientData,~V40025.htm
9R43,,PatientData,~V40017.htm
9R43.00,Wheelchair in need of repair,DialogAdd,~V40017.htm
9R44,,PatientData,~V40017.htm
9R44.00,Wheelchair in good repair,DialogAdd,~V40017.htm
9RA,,PatientData,~V40017.htm
9RA..00,Wheelchair applied for,DialogAdd,~V40017.htm
9RX,,PatientData,~V40038.htm|~V40637.htm
9RX..00,Declines to give urine specimen,DialogAdd|PatientData,~V40038.htm|~V4003f.htm|~V40633.htm|~V40637.htm
9S10.00,White British,DialogAdd,~V40015.htm|~V40016.htm|~V40017.htm|~V40018.htm|~V4001a.htm
9S11.00,White Irish,DialogAdd,~V40015.htm|~V40016.htm|~V40017.htm|~V40018.htm|~V4001a.htm
9S12.00,Other white ethnic group,DialogAdd,~V40015.htm|~V40016.htm|~V40017.htm|~V40018.htm|~V4001a.htm
9S13.00,White Scottish,DialogAdd,~V40015.htm|~V40016.htm|~V40017.htm|~V40018.htm|~V4001a.htm|~V40024.htm
9S2..00,Black Caribbean,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
9S3..00,Black African,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
9S4..00,"Black, other, non-mixed origin",DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
9S41.00,Black British,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
9S5..00,"Black - other, mixed",DialogAdd,~V40015.htm|~V40016.htm|~V40017.htm|~V40018.htm|~V4001a.htm
9S6..00,Indian,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
9S7..00,Pakistani,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
9S8..00,Bangladeshi,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
9S9..00,Chinese,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
9SB..00,"Other ethnic, mixed origin",DialogAdd,~V40015.htm|~V40016.htm|~V40017.htm|~V40018.htm|~V4001a.htm
9SD..00,Ethnic group not given - patient refused,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm|~V40033.htm|~V40612.htm
9SH..00,Other Asian ethnic group,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
9SJ..00,Other ethnic group,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
9T2..00,Traveller - gypsy,DialogAdd,~V40015.htm|~V40016.htm|~V40017.htm|~V40018.htm|~V4001a.htm
9T3..00,,PatientData,~V40015.htm|~V40017.htm|~V40018.htm
9W0..00,Power of Attorney Applied For,DialogAdd,~V40020.htm
9W2..00,Power of Attorney Held,DialogAdd,~V40020.htm
9W4..00,Lasting Power of Attorney - Property + Affairs,DialogAdd,~V40020.htm
9W5..00,Lasting Power of Attorney - Personal Welfare,DialogAdd,~V40020.htm
9W6..00,Enduring Power of Attorney,DialogAdd,~V40020.htm
9a...00,,PatientData,~V40023.htm
9a3,,PatientData,~V4003a.htm|~V4063b.htm
9b0C,,PatientData,~V4003f.htm|~V40633.htm
9b0C.00,What to do in an emergency?,DialogAdd,~V4003f.htm|~V40633.htm
9e02,,PatientData,~V40020.htm
9e02.00,*ACP / Palliative Care Plan Notified to OOH,DialogAdd,~V40020.htm
9e2..00,,PatientData,~V40020.htm
9h0,,PatientData,~V40015.htm|~V4003e.htm|~V40638.htm
9h01.00,Patient Unsuitable,DialogAdd,~V40015.htm|~V4003e.htm|~V40638.htm
9h02.00,Informed Dissent,DialogAdd,~V40015.htm|~V4003e.htm|~V40638.htm
9h1,,PatientData,~V4003e.htm|~V40638.htm
9h2,,PatientData,~V4003d.htm|~V40627.htm
